week_date,region,platform,segment,customer_type,transactions,sales
2019-07-22,USA,Shopify,F2,New,164,26772
2019-07-15,USA,Shopify,F2,New,167,28175
2019-07-15,USA,Retail,F2,New,26915,1068561
2019-07-15,USA,Retail,F2,Existing,89287,5443264
2019-07-15,USA,Shopify,F2,Existing,1710,343774
2019-07-08,USA,Retail,F2,New,26177,1069852
2019-07-08,USA,Shopify,F2,Existing,1819,377649
2019-07-08,USA,Shopify,F2,New,160,26177
2019-07-08,USA,Retail,F2,Existing,87271,5523016
2019-07-01,USA,Shopify,F2,New,158,24817
2019-07-01,USA,Retail,F2,New,25098,994828
2019-07-01,USA,Shopify,F2,Existing,1544,304375
2019-07-01,USA,Retail,F2,Existing,81334,4823199
2019-06-24,USA,Shopify,F2,Existing,1816,353815
2019-06-24,USA,Retail,F2,Existing,85700,5090780
2019-06-24,USA,Shopify,F2,New,208,34047
2019-06-24,USA,Retail,F2,New,25899,1014969
2019-06-17,USA,Shopify,F2,New,220,34458
2019-06-17,USA,Retail,F2,Existing,90239,5342378
2019-06-17,USA,Shopify,F2,Existing,1808,345165
2019-06-17,USA,Retail,F2,New,26873,1041806
2019-06-10,USA,Retail,F2,Existing,91203,5564759
2019-06-10,USA,Shopify,F2,Existing,1879,370982
2019-06-10,USA,Retail,F2,New,26497,1043270
2019-06-10,USA,Shopify,F2,New,182,29648
2019-06-03,USA,Retail,F2,Existing,90021,5403063
2019-06-03,USA,Shopify,F2,Existing,1657,330625
2019-06-03,USA,Retail,F2,New,26219,1021034
2019-06-03,USA,Shopify,F2,New,151,24770
2019-05-27,USA,Shopify,F2,New,155,23095
2019-05-27,USA,Retail,F2,New,25063,997406
2019-05-27,USA,Shopify,F2,Existing,1555,321584
2019-05-27,USA,Retail,F2,Existing,86183,5371202
2019-05-20,USA,Shopify,F2,New,146,24874
2019-05-20,USA,Retail,F2,New,27192,1069622
2019-05-20,USA,Shopify,F2,Existing,1544,322146
2019-05-20,USA,Retail,F2,Existing,91357,5471678
2019-05-13,USA,Shopify,F2,New,169,29775
2019-05-13,USA,Retail,F2,New,27447,1122640
2019-05-13,USA,Shopify,F2,Existing,1644,341384
2019-05-13,USA,Retail,F2,Existing,93019,5755168
2019-05-06,USA,Retail,F2,New,27746,1117053
2019-05-06,USA,Retail,F2,Existing,93024,5658787
2019-05-06,USA,Shopify,F2,Existing,1509,305593
2019-05-06,USA,Shopify,F2,New,143,23458
2019-04-29,USA,Retail,F2,Existing,91713,5696656
2019-04-29,USA,Shopify,F2,New,156,25773
2019-04-29,USA,Shopify,F2,Existing,1516,313643
2019-04-29,USA,Retail,F2,New,27145,1113814
2019-04-22,USA,Retail,F2,New,28517,1170907
2019-04-22,USA,Shopify,F2,Existing,1637,331446
2019-04-22,USA,Shopify,F2,New,167,26513
2019-04-22,USA,Retail,F2,Existing,94352,5916185
2019-04-15,USA,Shopify,F2,Existing,1342,283462
2019-04-15,USA,Retail,F2,New,23254,996795
2019-04-15,USA,Shopify,F2,New,112,18671
2019-04-15,USA,Retail,F2,Existing,76042,4954694
2019-04-08,USA,Shopify,F2,Existing,1141,240988
2019-04-08,USA,Retail,F2,Existing,79270,5290456
2019-04-08,USA,Shopify,F2,New,144,23811
2019-04-08,USA,Retail,F2,New,25605,1134401
2019-04-01,USA,Shopify,F2,Existing,1429,296964
2019-04-01,USA,Shopify,F2,New,134,22889
2019-04-01,USA,Retail,F2,Existing,88351,5412840
2019-04-01,USA,Retail,F2,New,27460,1102234
2019-03-25,USA,Shopify,F2,Existing,1554,321006
2019-03-25,USA,Retail,F2,New,27387,1084206
2019-03-25,USA,Retail,F2,Existing,90992,5521200
2019-03-25,USA,Shopify,F2,New,122,20833
2018-09-03,USA,Shopify,F2,New,126,22079
2018-09-03,USA,Shopify,F2,Existing,1533,333131
2018-09-03,USA,Retail,F2,Existing,84976,5409703
2018-09-03,USA,Retail,F2,New,27457,1132140
2018-08-27,USA,Retail,F2,New,28208,1151960
2018-08-27,USA,Shopify,F2,Existing,1436,313231
2018-08-27,USA,Shopify,F2,New,124,22382
2018-08-27,USA,Retail,F2,Existing,86076,5392185
2018-08-20,USA,Shopify,F2,New,106,19461
2018-08-20,USA,Retail,F2,Existing,83639,5309837
2018-08-20,USA,Shopify,F2,Existing,1522,327159
2018-08-20,USA,Retail,F2,New,26596,1089129
2018-08-13,USA,Retail,F2,Existing,82605,5232585
2018-08-13,USA,Retail,F2,New,26285,1084536
2018-08-13,USA,Shopify,F2,New,111,20547
2018-08-13,USA,Shopify,F2,Existing,1343,287206
2018-08-06,USA,Retail,F2,Existing,82910,5352200
2018-08-06,USA,Shopify,F2,New,125,21297
2018-08-06,USA,Shopify,F2,Existing,1557,341910
2018-08-06,USA,Retail,F2,New,26307,1093211
2018-07-30,USA,Retail,F2,New,26663,1110132
2018-07-30,USA,Shopify,F2,New,127,23424
2018-07-30,USA,Retail,F2,Existing,83245,5243165
2018-07-30,USA,Shopify,F2,Existing,1536,329559
2018-07-23,USA,Retail,F2,New,27009,1129584
2018-07-23,USA,Shopify,F2,Existing,1544,336385
2018-07-23,USA,Shopify,F2,New,132,22815
2018-07-23,USA,Retail,F2,Existing,84050,5414584
2018-07-16,USA,Retail,F2,Existing,83261,5338654
2018-07-16,USA,Shopify,F2,New,144,26430
2018-07-16,USA,Retail,F2,New,26448,1116821
2018-07-16,USA,Shopify,F2,Existing,1479,325375
2018-07-09,USA,Shopify,F2,New,123,22621
2018-07-09,USA,Retail,F2,New,25891,1128536
2018-07-09,USA,Shopify,F2,Existing,1464,322780
2018-07-09,USA,Retail,F2,Existing,80314,5322402
2018-07-02,USA,Retail,F2,Existing,75825,4721225
2018-07-02,USA,Shopify,F2,New,136,24133
2018-07-02,USA,Retail,F2,New,25101,1050236
2018-07-02,USA,Shopify,F2,Existing,1359,289279
2018-06-25,USA,Shopify,F2,New,115,20224
2018-06-25,USA,Retail,F2,New,25704,1044691
2018-06-25,USA,Shopify,F2,Existing,1441,314869
2018-06-25,USA,Retail,F2,Existing,79526,4896922
2018-06-18,USA,Shopify,F2,New,128,23077
2018-06-18,USA,Retail,F2,New,25776,1058214
2018-06-18,USA,Retail,F2,Existing,82729,5115228
2018-06-18,USA,Shopify,F2,Existing,1576,334947
2018-06-11,USA,Retail,F2,Existing,82924,5297231
2018-06-11,USA,Shopify,F2,Existing,1469,317882
2018-06-11,USA,Retail,F2,New,26098,1097916
2018-06-11,USA,Shopify,F2,New,111,20798
2018-06-04,USA,Shopify,F2,Existing,1570,324667
2018-06-04,USA,Retail,F2,Existing,81978,5119429
2018-06-04,USA,Retail,F2,New,25846,1057671
2018-06-04,USA,Shopify,F2,New,142,23084
2018-05-28,USA,Retail,F2,Existing,79969,5316774
2018-05-28,USA,Retail,F2,New,25572,1105510
2018-05-28,USA,Shopify,F2,Existing,1545,332124
2018-05-28,USA,Shopify,F2,New,133,25654
2018-05-21,USA,Shopify,F2,New,132,23435
2018-05-21,USA,Retail,F2,New,26446,1082258
2018-05-21,USA,Retail,F2,Existing,82579,5211031
2018-05-21,USA,Shopify,F2,Existing,1547,327279
2018-05-14,USA,Retail,F2,New,26666,1123977
2018-05-14,USA,Shopify,F2,Existing,1528,330002
2018-05-14,USA,Shopify,F2,New,138,24911
2018-05-14,USA,Retail,F2,Existing,83262,5444768
2018-05-07,USA,Retail,F2,New,26414,1108239
2018-05-07,USA,Shopify,F2,Existing,1523,334679
2018-05-07,USA,Shopify,F2,New,134,22598
2018-05-07,USA,Retail,F2,Existing,83481,5419778
2018-04-30,USA,Retail,F2,New,26861,1099332
2018-04-30,USA,Shopify,F2,New,124,22199
2018-04-30,USA,Shopify,F2,Existing,1485,319866
2018-04-30,USA,Retail,F2,Existing,84883,5422569
2018-04-23,USA,Shopify,F2,New,124,22749
2018-04-23,USA,Retail,F2,New,26922,1141338
2018-04-23,USA,Shopify,F2,Existing,1473,315025
2018-04-23,USA,Retail,F2,Existing,84212,5474782
2018-04-16,USA,Retail,F2,Existing,72909,5090804
2018-04-16,USA,Retail,F2,New,23003,1036876
2018-04-16,USA,Shopify,F2,Existing,1436,314198
2018-04-16,USA,Shopify,F2,New,124,22882
2018-04-09,USA,Retail,F2,New,24353,1007741
2018-04-09,USA,Shopify,F2,Existing,1285,286176
2018-04-09,USA,Retail,F2,Existing,75629,4893677
2018-04-09,USA,Shopify,F2,New,110,19130
2018-04-02,USA,Retail,F2,Existing,80779,5259842
2018-04-02,USA,Shopify,F2,Existing,1398,306702
2018-04-02,USA,Shopify,F2,New,130,24547
2018-04-02,USA,Retail,F2,New,25293,1050962
2018-03-26,USA,Retail,F2,Existing,83546,5453458
2018-03-26,USA,Shopify,F2,Existing,1455,303272
2018-03-26,USA,Shopify,F2,New,103,16153
2018-03-26,USA,Retail,F2,New,25665,1064172
2020-08-31,USA,Retail,F3,Existing,142898,8723663
2020-08-31,USA,Retail,F3,New,28987,1096531
2020-08-31,USA,Shopify,F3,New,63,10501
2020-08-31,USA,Shopify,F3,Existing,1083,224778
2020-08-24,USA,Retail,F3,New,29273,1096534
2020-08-24,USA,Shopify,F3,New,52,9137
2020-08-24,USA,Shopify,F3,Existing,974,207813
2020-08-24,USA,Retail,F3,Existing,143829,8667351
2020-08-17,USA,Shopify,F3,Existing,950,196866
2020-08-17,USA,Retail,F3,New,27543,1057891
2020-08-17,USA,Shopify,F3,New,50,8256
2020-08-17,USA,Retail,F3,Existing,142421,8634287
2020-08-10,USA,Shopify,F3,Existing,958,203301
2020-08-10,USA,Retail,F3,New,27674,1060153
2020-08-10,USA,Retail,F3,Existing,139861,8367986
2020-08-10,USA,Shopify,F3,New,49,9085
2020-08-03,USA,Shopify,F3,New,44,6674
2020-08-03,USA,Retail,F3,New,27023,1045069
2020-08-03,USA,Shopify,F3,Existing,930,193590
2020-08-03,USA,Retail,F3,Existing,139847,8500159
2020-07-27,USA,Retail,F3,Existing,140669,8519454
2020-07-27,USA,Shopify,F3,Existing,944,192040
2020-07-27,USA,Shopify,F3,New,55,9224
2020-07-27,USA,Retail,F3,New,26599,1013638
2020-07-20,USA,Retail,F3,Existing,142889,8660088
2020-07-20,USA,Shopify,F3,New,53,7925
2020-07-20,USA,Retail,F3,New,26934,1037553
2020-07-20,USA,Shopify,F3,Existing,996,203880
2020-07-13,USA,Shopify,F3,New,36,7170
2020-07-13,USA,Retail,F3,New,26155,973799
2020-07-13,USA,Shopify,F3,Existing,983,203721
2020-07-13,USA,Retail,F3,Existing,144613,8718318
2020-07-06,USA,Retail,F3,New,26655,1018034
2020-07-06,USA,Shopify,F3,Existing,892,183866
2020-07-06,USA,Retail,F3,Existing,144909,8883923
2020-07-06,USA,Shopify,F3,New,43,8047
2020-06-29,USA,Shopify,F3,Existing,796,159886
2020-06-29,USA,Shopify,F3,New,33,5279
2020-06-29,USA,Retail,F3,New,26140,972030
2020-06-29,USA,Retail,F3,Existing,138168,8130575
2020-06-22,USA,Retail,F3,New,26205,1006442
2020-06-22,USA,Shopify,F3,New,40,5827
2020-06-22,USA,Retail,F3,Existing,139327,8454874
2020-06-22,USA,Shopify,F3,Existing,891,181025
2020-06-15,USA,Shopify,F3,Existing,952,193527
2020-06-15,USA,Retail,F3,Existing,143079,8481716
2020-06-15,USA,Retail,F3,New,26509,966668
2020-06-15,USA,Shopify,F3,New,42,5577
2020-06-08,USA,Shopify,F3,Existing,950,190269
2020-06-08,USA,Retail,F3,Existing,142967,8704856
2020-06-08,USA,Retail,F3,New,26800,1001117
2020-06-08,USA,Shopify,F3,New,46,7987
2020-06-01,USA,Shopify,F3,New,64,6712
2020-06-01,USA,Retail,F3,New,27357,1030883
2020-06-01,USA,Shopify,F3,Existing,1150,205120
2020-06-01,USA,Retail,F3,Existing,142997,8595700
2020-05-25,USA,Retail,F3,Existing,135250,8488121
2020-05-25,USA,Retail,F3,New,25946,996323
2020-05-25,USA,Shopify,F3,Existing,1104,203447
2020-05-25,USA,Shopify,F3,New,66,6730
2020-05-18,USA,Shopify,F3,New,63,8066
2020-05-18,USA,Shopify,F3,Existing,1184,214428
2020-05-18,USA,Retail,F3,New,27372,1011014
2020-05-18,USA,Retail,F3,Existing,142242,8614840
2020-05-11,USA,Shopify,F3,Existing,1156,213719
2020-05-11,USA,Retail,F3,Existing,142948,8691039
2020-05-11,USA,Retail,F3,New,26639,975600
2020-05-11,USA,Shopify,F3,New,79,11109
2020-05-04,USA,Shopify,F3,Existing,971,193749
2020-05-04,USA,Retail,F3,Existing,143295,8566160
2020-05-04,USA,Shopify,F3,New,49,6447
2020-05-04,USA,Retail,F3,New,27071,987733
2020-04-27,USA,Retail,F3,Existing,143019,8780283
2020-04-27,USA,Retail,F3,New,26842,988789
2020-04-27,USA,Shopify,F3,Existing,1000,207150
2020-04-27,USA,Shopify,F3,New,47,7325
2020-04-20,USA,Shopify,F3,New,51,8022
2020-04-20,USA,Retail,F3,New,23714,877459
2020-04-20,USA,Shopify,F3,Existing,943,190187
2020-04-20,USA,Retail,F3,Existing,127222,7978304
2020-04-13,USA,Shopify,F3,Existing,729,147841
2020-04-13,USA,Retail,F3,Existing,142513,8767837
2020-04-13,USA,Shopify,F3,New,35,4854
2020-04-13,USA,Retail,F3,New,27216,1005344
2020-04-06,USA,Retail,F3,New,25440,924311
2020-04-06,USA,Shopify,F3,Existing,847,177303
2020-04-06,USA,Shopify,F3,New,41,5383
2020-04-06,USA,Retail,F3,Existing,136691,8263623
2020-03-30,USA,Retail,F3,New,26364,977303
2020-03-30,USA,Shopify,F3,Existing,928,194948
2020-03-30,USA,Retail,F3,Existing,141863,8740971
2020-03-30,USA,Shopify,F3,New,52,6858
2020-03-23,USA,Shopify,F3,Existing,770,155518
2020-03-23,USA,Retail,F3,Existing,136025,9109212
2020-03-23,USA,Shopify,F3,New,40,6197
2020-03-23,USA,Retail,F3,New,26347,1085265
2019-09-02,USA,Retail,F3,New,25906,1028321
2019-09-02,USA,Shopify,F3,Existing,893,202293
2019-09-02,USA,Retail,F3,Existing,131762,8262174
2019-09-02,USA,Shopify,F3,New,45,6841
2019-08-26,USA,Shopify,F3,New,40,6092
2019-08-26,USA,Retail,F3,Existing,132654,8238255
2019-08-26,USA,Retail,F3,New,26418,1041166
2019-08-26,USA,Shopify,F3,Existing,927,192682
2019-08-19,USA,Shopify,F3,New,40,6781
2019-08-19,USA,Retail,F3,New,25890,1029016
2019-08-19,USA,Shopify,F3,Existing,909,193294
2019-08-19,USA,Retail,F3,Existing,131812,8350935
2019-08-12,USA,Retail,F3,Existing,131290,8183187
2019-08-12,USA,Shopify,F3,New,51,9241
2019-08-12,USA,Shopify,F3,Existing,893,193070
2019-08-12,USA,Retail,F3,New,25870,1025732
2019-08-05,USA,Shopify,F3,New,54,7538
2019-08-05,USA,Retail,F3,Existing,131750,8363043
2019-08-05,USA,Retail,F3,New,25436,1022615
2019-08-05,USA,Shopify,F3,Existing,957,203488
2019-07-29,USA,Retail,F3,Existing,130807,8237305
2019-07-29,USA,Shopify,F3,Existing,924,198640
2019-07-29,USA,Shopify,F3,New,48,8172
2019-07-29,USA,Retail,F3,New,24942,998370
2019-07-22,USA,Shopify,F3,New,53,7928
2019-07-22,USA,Retail,F3,Existing,131684,8378308
2019-07-22,USA,Shopify,F3,Existing,966,201627
2019-07-22,USA,Retail,F3,New,24893,1011656
2019-07-15,USA,Shopify,F3,New,66,9441
2019-07-15,USA,Retail,F3,Existing,131240,8158867
2019-07-15,USA,Retail,F3,New,25039,989179
2019-07-15,USA,Shopify,F3,Existing,891,180584
2019-07-08,USA,Shopify,F3,New,55,8731
2019-07-08,USA,Shopify,F3,Existing,827,175962
2019-07-08,USA,Retail,F3,New,24586,986372
2019-07-08,USA,Retail,F3,Existing,129655,8268743
2019-07-01,USA,Retail,F3,New,24146,946499
2019-07-01,USA,Retail,F3,Existing,124453,7647263
2019-07-01,USA,Shopify,F3,Existing,718,150015
2019-07-01,USA,Shopify,F3,New,48,7892
2019-06-24,USA,Shopify,F3,New,66,8881
2019-06-24,USA,Shopify,F3,Existing,878,180945
2019-06-24,USA,Retail,F3,Existing,128136,7980239
2019-06-24,USA,Retail,F3,New,24725,977138
2019-06-17,USA,Shopify,F3,Existing,919,178882
2019-06-17,USA,Retail,F3,Existing,131193,8126701
2019-06-17,USA,Retail,F3,New,25274,990602
2019-06-17,USA,Shopify,F3,New,80,13795
2019-06-10,USA,Shopify,F3,New,67,11002
2019-06-10,USA,Retail,F3,New,24938,991970
2019-06-10,USA,Shopify,F3,Existing,915,189131
2019-06-10,USA,Retail,F3,Existing,131620,8321738
2019-06-03,USA,Shopify,F3,New,65,10211
2019-06-03,USA,Shopify,F3,Existing,785,163278
2019-06-03,USA,Retail,F3,Existing,130334,8119725
2019-06-03,USA,Retail,F3,New,24821,986375
2019-05-27,USA,Retail,F3,New,23560,965719
2019-05-27,USA,Retail,F3,Existing,126221,8196299
2019-05-27,USA,Shopify,F3,Existing,762,159838
2019-05-27,USA,Shopify,F3,New,58,8358
2019-05-20,USA,Shopify,F3,New,49,7986
2019-05-20,USA,Shopify,F3,Existing,769,163287
2019-05-20,USA,Retail,F3,Existing,129937,8077600
2019-05-20,USA,Retail,F3,New,24405,958524
2019-05-13,USA,Shopify,F3,Existing,803,169218
2019-05-13,USA,Retail,F3,Existing,132408,8429305
2019-05-13,USA,Shopify,F3,New,46,7443
2019-05-13,USA,Retail,F3,New,24565,989187
2019-05-06,USA,Shopify,F3,Existing,765,160356
2019-05-06,USA,Retail,F3,Existing,132880,8263111
2019-05-06,USA,Shopify,F3,New,47,7583
2019-05-06,USA,Retail,F3,New,25457,1012270
2019-04-29,USA,Shopify,F3,Existing,787,166701
2019-04-29,USA,Shopify,F3,New,34,5422
2019-04-29,USA,Retail,F3,Existing,130634,8292954
2019-04-29,USA,Retail,F3,New,24615,982848
2019-04-22,USA,Retail,F3,Existing,134439,8569482
2019-04-22,USA,Shopify,F3,Existing,784,167840
2019-04-22,USA,Retail,F3,New,26177,1044043
2019-04-22,USA,Shopify,F3,New,51,6950
2019-04-15,USA,Shopify,F3,Existing,641,140909
2019-04-15,USA,Shopify,F3,New,39,6423
2019-04-15,USA,Retail,F3,Existing,113877,7527960
2019-04-15,USA,Retail,F3,New,22070,909934
2019-04-08,USA,Retail,F3,Existing,120281,8231580
2019-04-08,USA,Retail,F3,New,25042,1094608
2019-04-08,USA,Shopify,F3,New,41,7119
2019-04-08,USA,Shopify,F3,Existing,538,113534
2019-04-01,USA,Retail,F3,New,26469,1093430
2019-04-01,USA,Shopify,F3,Existing,738,166927
2019-04-01,USA,Retail,F3,Existing,131037,8580188
2019-04-01,USA,Shopify,F3,New,52,8095
2019-03-25,USA,Retail,F3,New,26373,1066421
2019-03-25,USA,Shopify,F3,New,44,7040
2019-03-25,USA,Shopify,F3,Existing,750,158778
2019-03-25,USA,Retail,F3,Existing,130383,8316666
2018-09-03,USA,Retail,F3,New,27155,1116307
2018-09-03,USA,Shopify,F3,Existing,751,170660
2018-09-03,USA,Retail,F3,Existing,119381,7833159
2018-09-03,USA,Shopify,F3,New,58,8831
2018-08-27,USA,Retail,F3,Existing,120566,7772144
2018-08-27,USA,Shopify,F3,New,48,8666
2018-08-27,USA,Shopify,F3,Existing,687,157784
2018-08-27,USA,Retail,F3,New,27553,1122749
2018-08-20,USA,Shopify,F3,Existing,728,169852
2018-08-20,USA,Retail,F3,Existing,117329,7679757
2018-08-20,USA,Shopify,F3,New,52,8891
2018-08-20,USA,Retail,F3,New,26192,1080211
2018-08-13,USA,Retail,F3,New,26237,1075658
2018-08-13,USA,Shopify,F3,New,46,8658
2018-08-13,USA,Shopify,F3,Existing,654,146013
2018-08-13,USA,Retail,F3,Existing,115662,7518082
2018-08-06,USA,Retail,F3,New,26053,1065521
2018-08-06,USA,Shopify,F3,Existing,738,170502
2018-08-06,USA,Retail,F3,Existing,116781,7738466
2018-08-06,USA,Shopify,F3,New,62,11184
2018-07-30,USA,Shopify,F3,Existing,739,170688
2018-07-30,USA,Shopify,F3,New,47,7243
2018-07-30,USA,Retail,F3,Existing,116231,7532486
2018-07-30,USA,Retail,F3,New,26305,1074878
2018-07-23,USA,Shopify,F3,New,59,13093
2018-07-23,USA,Retail,F3,New,26260,1085426
2018-07-23,USA,Retail,F3,Existing,117892,7736190
2018-07-23,USA,Shopify,F3,Existing,756,171048
2018-07-16,USA,Shopify,F3,Existing,729,168343
2018-07-16,USA,Shopify,F3,New,43,8473
2018-07-16,USA,Retail,F3,Existing,114215,7403826
2018-07-16,USA,Retail,F3,New,25033,1030275
2018-07-09,USA,Retail,F3,Existing,112436,7434676
2018-07-09,USA,Shopify,F3,Existing,685,152455
2018-07-09,USA,Retail,F3,New,24660,1027770
2018-07-09,USA,Shopify,F3,New,50,8314
2018-07-02,USA,Shopify,F3,Existing,675,150798
2018-07-02,USA,Shopify,F3,New,38,6701
2018-07-02,USA,Retail,F3,New,24189,999039
2018-07-02,USA,Retail,F3,Existing,109036,6992004
2018-06-25,USA,Shopify,F3,New,50,8577
2018-06-25,USA,Retail,F3,Existing,113156,7339088
2018-06-25,USA,Retail,F3,New,25225,1029085
2018-06-25,USA,Shopify,F3,Existing,668,152531
2018-06-18,USA,Retail,F3,New,24522,997110
2018-06-18,USA,Retail,F3,Existing,114349,7330858
2018-06-18,USA,Shopify,F3,Existing,787,171013
2018-06-18,USA,Shopify,F3,New,56,9418
2018-06-11,USA,Shopify,F3,New,49,7784
2018-06-11,USA,Retail,F3,New,25124,1057265
2018-06-11,USA,Shopify,F3,Existing,748,168689
2018-06-11,USA,Retail,F3,Existing,115300,7584275
2018-06-04,USA,Retail,F3,New,25246,1037209
2018-06-04,USA,Retail,F3,Existing,113928,7369145
2018-06-04,USA,Shopify,F3,Existing,799,177194
2018-06-04,USA,Shopify,F3,New,55,9053
2018-05-28,USA,Shopify,F3,New,54,9366
2018-05-28,USA,Retail,F3,New,25276,1077330
2018-05-28,USA,Retail,F3,Existing,111389,7583169
2018-05-28,USA,Shopify,F3,Existing,773,169284
2018-05-21,USA,Retail,F3,Existing,113656,7410092
2018-05-21,USA,Shopify,F3,New,47,8524
2018-05-21,USA,Retail,F3,New,25757,1042819
2018-05-21,USA,Shopify,F3,Existing,796,178002
2018-05-14,USA,Retail,F3,Existing,113566,7605539
2018-05-14,USA,Shopify,F3,New,52,8711
2018-05-14,USA,Retail,F3,New,26093,1100512
2018-05-14,USA,Shopify,F3,Existing,769,168452
2018-05-07,USA,Retail,F3,Existing,113164,7532908
2018-05-07,USA,Retail,F3,New,25705,1071436
2018-05-07,USA,Shopify,F3,Existing,770,179871
2018-05-07,USA,Shopify,F3,New,36,6482
2018-04-30,USA,Retail,F3,New,26307,1088719
2018-04-30,USA,Shopify,F3,Existing,758,168826
2018-04-30,USA,Retail,F3,Existing,115208,7623656
2018-04-30,USA,Shopify,F3,New,36,6557
2018-04-23,USA,Shopify,F3,Existing,769,178871
2018-04-23,USA,Retail,F3,New,27003,1126486
2018-04-23,USA,Retail,F3,Existing,115546,7723376
2018-04-23,USA,Shopify,F3,New,47,7580
2018-04-16,USA,Retail,F3,Existing,101409,7105133
2018-04-16,USA,Retail,F3,New,23033,995687
2018-04-16,USA,Shopify,F3,New,39,7434
2018-04-16,USA,Shopify,F3,Existing,658,148142
2018-04-09,USA,Shopify,F3,New,37,6735
2018-04-09,USA,Retail,F3,New,24711,1012567
2018-04-09,USA,Shopify,F3,Existing,590,138249
2018-04-09,USA,Retail,F3,Existing,106932,7080518
2018-04-02,USA,Retail,F3,New,25287,1072260
2018-04-02,USA,Shopify,F3,Existing,673,156919
2018-04-02,USA,Retail,F3,Existing,111505,7595569
2018-04-02,USA,Shopify,F3,New,51,9385
2018-03-26,USA,Shopify,F3,New,37,5422
2018-03-26,USA,Retail,F3,New,25195,1040046
2018-03-26,USA,Retail,F3,Existing,111812,7485775
2018-03-26,USA,Shopify,F3,Existing,752,168817
2020-08-31,USA,Retail,null,Guest,529151,16509610
2020-08-31,USA,Shopify,null,Existing,196,40740
2020-08-31,USA,Retail,null,New,22186,930478
2020-08-31,USA,Shopify,null,New,154,25762
2020-08-31,USA,Retail,null,Existing,14146,694767
2020-08-31,USA,Shopify,null,Guest,2647,479002
2020-08-24,USA,Retail,null,New,21594,919265
2020-08-24,USA,Shopify,null,Existing,154,34932
2020-08-24,USA,Shopify,null,New,128,20669
2020-08-24,USA,Retail,null,Existing,13157,697708
2020-08-24,USA,Retail,null,Guest,527116,16395314
2020-08-24,USA,Shopify,null,Guest,2535,457814
2020-08-17,USA,Retail,null,Guest,522222,16139861
2020-08-17,USA,Shopify,null,New,134,22123
2020-08-17,USA,Retail,null,New,21347,894642
2020-08-17,USA,Retail,null,Existing,11812,581819
2020-08-17,USA,Shopify,null,Guest,2549,457017
2020-08-17,USA,Shopify,null,Existing,152,32055
2020-08-10,USA,Retail,null,Existing,15577,754876
2020-08-10,USA,Retail,null,New,23420,971003
2020-08-10,USA,Shopify,null,Guest,2515,452765
2020-08-10,USA,Retail,null,Guest,526413,16081303
2020-08-10,USA,Shopify,null,New,159,25820
2020-08-10,USA,Shopify,null,Existing,187,39281
2020-08-03,USA,Retail,null,Guest,521224,16094778
2020-08-03,USA,Shopify,null,Existing,168,32554
2020-08-03,USA,Retail,null,New,22515,948888
2020-08-03,USA,Shopify,null,Guest,2421,439650
2020-08-03,USA,Retail,null,Existing,13944,680214
2020-08-03,USA,Shopify,null,New,158,27496
2020-07-27,USA,Retail,null,Guest,521424,16227305
2020-07-27,USA,Shopify,null,New,165,25411
2020-07-27,USA,Retail,null,New,21426,909661
2020-07-27,USA,Shopify,null,Existing,167,34815
2020-07-27,USA,Retail,null,Existing,12803,621920
2020-07-27,USA,Shopify,null,Guest,2586,451063
2020-07-20,USA,Shopify,null,New,157,25173
2020-07-20,USA,Retail,null,Guest,527246,16421119
2020-07-20,USA,Retail,null,New,20817,881857
2020-07-20,USA,Retail,null,Existing,11654,574668
2020-07-20,USA,Shopify,null,Guest,2592,455358
2020-07-20,USA,Shopify,null,Existing,160,31243
2020-07-13,USA,Shopify,null,Existing,147,31710
2020-07-13,USA,Shopify,null,Guest,2416,427409
2020-07-13,USA,Retail,null,Existing,11018,548145
2020-07-13,USA,Shopify,null,New,156,27048
2020-07-13,USA,Retail,null,New,20108,854972
2020-07-13,USA,Retail,null,Guest,525638,16383497
2020-07-06,USA,Retail,null,Existing,13120,668776
2020-07-06,USA,Retail,null,New,21634,924200
2020-07-06,USA,Retail,null,Guest,539669,17021169
2020-07-06,USA,Shopify,null,Guest,2402,435958
2020-07-06,USA,Shopify,null,New,142,26208
2020-07-06,USA,Shopify,null,Existing,160,30361
2020-06-29,USA,Retail,null,Guest,533207,16297956
2020-06-29,USA,Shopify,null,Existing,144,26020
2020-06-29,USA,Shopify,null,New,135,20922
2020-06-29,USA,Retail,null,Existing,12518,611536
2020-06-29,USA,Shopify,null,Guest,2154,393315
2020-06-29,USA,Retail,null,New,21153,865037
2020-06-22,USA,Retail,null,Existing,10964,564571
2020-06-22,USA,Shopify,null,Existing,132,23548
2020-06-22,USA,Retail,null,Guest,556769,17475466
2020-06-22,USA,Retail,null,New,20434,905546
2020-06-22,USA,Shopify,null,Guest,2314,432988
2020-06-22,USA,Shopify,null,New,135,22425
2020-06-15,USA,Retail,null,Existing,10369,510043
2020-06-15,USA,Retail,null,New,20024,831388
2020-06-15,USA,Shopify,null,Guest,2371,430301
2020-06-15,USA,Shopify,null,Existing,119,20388
2020-06-15,USA,Shopify,null,New,138,25010
2020-06-15,USA,Retail,null,Guest,533811,16155861
2020-06-08,USA,Shopify,null,Guest,2323,417022
2020-06-08,USA,Retail,null,Existing,13265,674648
2020-06-08,USA,Shopify,null,Existing,132,25433
2020-06-08,USA,Retail,null,New,21522,912400
