visit_id,cookie_id,page_id,event_type,sequence_number,event_time
087ac6,30b742,12,1,11,2020-02-03 21:48:06.280943 UTC
e49af4,00c967,1,1,1,2020-04-04 07:21:46.351565 UTC
e49af4,00c967,2,1,2,2020-04-04 07:22:26.256460 UTC
e49af4,00c967,5,1,3,2020-04-04 07:22:39.656288 UTC
e49af4,00c967,8,1,5,2020-04-04 07:24:21.977970 UTC
e49af4,00c967,9,1,7,2020-04-04 07:26:07.054390 UTC
1956ed,e34a77,1,1,1,2020-01-27 13:10:43.373803 UTC
1956ed,e34a77,2,1,2,2020-01-27 13:11:42.114594 UTC
1956ed,e34a77,6,1,3,2020-01-27 13:12:32.367190 UTC
1956ed,e34a77,7,1,4,2020-01-27 13:13:30.974579 UTC
1956ed,e34a77,12,1,6,2020-01-27 13:14:34.025053 UTC
b201a9,8a1587,1,1,1,2020-01-25 21:29:11.841401 UTC
b201a9,8a1587,2,1,2,2020-01-25 21:29:57.363257 UTC
b201a9,8a1587,3,1,3,2020-01-25 21:30:07.152046 UTC
b201a9,8a1587,4,1,4,2020-01-25 21:31:02.747383 UTC
b201a9,8a1587,5,1,5,2020-01-25 21:31:24.324257 UTC
b201a9,8a1587,6,1,6,2020-01-25 21:32:11.210055 UTC
b201a9,8a1587,8,1,8,2020-01-25 21:33:00.423653 UTC
b201a9,8a1587,9,1,9,2020-01-25 21:33:09.770811 UTC
b201a9,8a1587,10,1,10,2020-01-25 21:33:58.998770 UTC
b201a9,8a1587,11,1,12,2020-01-25 21:35:09.723094 UTC
b201a9,8a1587,12,1,14,2020-01-25 21:35:33.314129 UTC
4f0a45,69930a,1,1,1,2020-02-07 07:11:05.204789 UTC
4f0a45,69930a,3,1,2,2020-02-07 07:11:08.569249 UTC
4f0a45,69930a,4,1,3,2020-02-07 07:11:12.013990 UTC
4f0a45,69930a,7,1,5,2020-02-07 07:12:49.282110 UTC
4f0a45,69930a,8,1,6,2020-02-07 07:13:32.546937 UTC
4f0a45,69930a,9,1,8,2020-02-07 07:13:48.588752 UTC
4f0a45,69930a,11,1,10,2020-02-07 07:14:07.083934 UTC
4f0a45,69930a,12,1,11,2020-02-07 07:14:17.769691 UTC
ca6607,74c435,1,1,1,2020-01-25 11:46:38.999517 UTC
ca6607,74c435,2,1,2,2020-01-25 11:47:02.490362 UTC
ca6607,74c435,3,1,3,2020-01-25 11:47:35.825285 UTC
ca6607,74c435,4,1,4,2020-01-25 11:48:35.790527 UTC
ca6607,74c435,5,1,5,2020-01-25 11:48:53.228931 UTC
ca6607,74c435,6,1,7,2020-01-25 11:50:19.685254 UTC
ca6607,74c435,7,1,8,2020-01-25 11:50:24.265151 UTC
ca6607,74c435,8,1,10,2020-01-25 11:51:20.248850 UTC
ca6607,74c435,9,1,12,2020-01-25 11:52:14.204956 UTC
ca6607,74c435,11,1,13,2020-01-25 11:53:09.813475 UTC
ca6607,74c435,12,1,15,2020-01-25 11:53:52.498635 UTC
9e4195,f61748,1,1,1,2020-02-27 21:48:30.608182 UTC
9e4195,f61748,2,1,2,2020-02-27 21:49:07.716439 UTC
9e4195,f61748,3,1,3,2020-02-27 21:49:55.795796 UTC
9e4195,f61748,4,1,4,2020-02-27 21:50:27.500714 UTC
9e4195,f61748,5,1,5,2020-02-27 21:51:07.938647 UTC
9e4195,f61748,6,1,7,2020-02-27 21:52:41.668117 UTC
9e4195,f61748,7,1,8,2020-02-27 21:52:55.382166 UTC
9e4195,f61748,8,1,10,2020-02-27 21:54:02.744116 UTC
9e4195,f61748,9,1,11,2020-02-27 21:54:48.071912 UTC
9e4195,f61748,10,1,12,2020-02-27 21:55:21.229367 UTC
9e4195,f61748,12,1,14,2020-02-27 21:56:05.437695 UTC
88fd42,c3f1dd,1,1,1,2020-02-03 22:36:38.885312 UTC
88fd42,c3f1dd,2,1,2,2020-02-03 22:37:22.214031 UTC
88fd42,c3f1dd,5,1,3,2020-02-03 22:37:55.679058 UTC
88fd42,c3f1dd,6,1,5,2020-02-03 22:38:59.711126 UTC
88fd42,c3f1dd,12,1,7,2020-02-03 22:40:02.685120 UTC
00fb4a,113d03,1,1,1,2020-03-20 22:57:13.601341 UTC
00fb4a,113d03,2,1,2,2020-03-20 22:57:36.926973 UTC
00fb4a,113d03,3,1,3,2020-03-20 22:57:50.058752 UTC
00fb4a,113d03,5,1,4,2020-03-20 22:58:40.720663 UTC
00fb4a,113d03,6,1,5,2020-03-20 22:59:16.077214 UTC
00fb4a,113d03,9,1,6,2020-03-20 23:00:12.155460 UTC
745ba0,1b5a68,1,1,1,2020-01-19 15:08:57.568020 UTC
745ba0,1b5a68,2,1,2,2020-01-19 15:09:31.355999 UTC
745ba0,1b5a68,4,1,3,2020-01-19 15:10:18.796575 UTC
745ba0,1b5a68,9,1,5,2020-01-19 15:12:03.697265 UTC
745ba0,1b5a68,10,1,6,2020-01-19 15:13:03.272528 UTC
745ba0,1b5a68,11,1,7,2020-01-19 15:13:48.523895 UTC
745ba0,1b5a68,12,1,8,2020-01-19 15:14:24.427568 UTC
434fa2,2bb4ed,1,1,1,2020-03-13 16:46:14.739486 UTC
434fa2,2bb4ed,7,1,2,2020-03-13 16:46:55.720723 UTC
434fa2,2bb4ed,11,1,3,2020-03-13 16:47:29.492341 UTC
434fa2,2bb4ed,12,1,5,2020-03-13 16:48:09.046173 UTC
5d5b6e,975d24,1,1,1,2020-03-25 06:42:05.888202 UTC
5d5b6e,975d24,2,1,2,2020-03-25 06:42:46.804227 UTC
5d5b6e,975d24,5,1,3,2020-03-25 06:43:17.231685 UTC
5d5b6e,975d24,6,1,4,2020-03-25 06:43:59.405042 UTC
5d5b6e,975d24,7,1,5,2020-03-25 06:44:08.581811 UTC
5d5b6e,975d24,10,1,7,2020-03-25 06:45:18.024586 UTC
5d5b6e,975d24,12,1,9,2020-03-25 06:46:11.419730 UTC
ac97e4,0582c3,1,1,1,2020-03-02 18:04:13.470125 UTC
ac97e4,0582c3,2,1,2,2020-03-02 18:05:04.060869 UTC
ac97e4,0582c3,3,1,3,2020-03-02 18:05:24.697441 UTC
ac97e4,0582c3,6,1,4,2020-03-02 18:06:20.344959 UTC
ac97e4,0582c3,7,1,6,2020-03-02 18:07:25.072895 UTC
ac97e4,0582c3,8,1,7,2020-03-02 18:07:35.744644 UTC
ac97e4,0582c3,10,1,9,2020-03-02 18:08:41.021302 UTC
ac97e4,0582c3,12,1,11,2020-03-02 18:09:52.673973 UTC
8f39b8,1edbe0,1,1,1,2020-01-29 13:56:16.525650 UTC
8f39b8,1edbe0,2,1,2,2020-01-29 13:57:13.551356 UTC
8f39b8,1edbe0,3,1,3,2020-01-29 13:57:44.834767 UTC
8f39b8,1edbe0,4,1,5,2020-01-29 13:58:37.857971 UTC
8f39b8,1edbe0,5,1,7,2020-01-29 13:59:54.595427 UTC
8f39b8,1edbe0,10,1,8,2020-01-29 14:00:22.722388 UTC
dd0bc2,00dc3a,1,1,1,2020-02-20 14:08:46.470565 UTC
dd0bc2,00dc3a,2,1,2,2020-02-20 14:09:01.976780 UTC
dd0bc2,00dc3a,3,1,3,2020-02-20 14:09:59.511869 UTC
dd0bc2,00dc3a,4,1,4,2020-02-20 14:10:50.320678 UTC
dd0bc2,00dc3a,7,1,6,2020-02-20 14:11:15.250169 UTC
dd0bc2,00dc3a,9,1,7,2020-02-20 14:12:02.101985 UTC
dd0bc2,00dc3a,10,1,8,2020-02-20 14:12:42.215717 UTC
dd0bc2,00dc3a,12,1,10,2020-02-20 14:13:14.203895 UTC
4f4600,dc7fd6,1,1,1,2020-04-13 00:57:52.976541 UTC
4f4600,dc7fd6,6,1,2,2020-04-13 00:57:56.105934 UTC
4f4600,dc7fd6,10,1,3,2020-04-13 00:58:48.357577 UTC
4f4600,dc7fd6,12,1,5,2020-04-13 01:00:21.877207 UTC
3b369f,e9cbc2,1,1,1,2020-03-07 05:50:04.964380 UTC
3b369f,e9cbc2,2,1,2,2020-03-07 05:50:33.020806 UTC
3b369f,e9cbc2,3,1,3,2020-03-07 05:51:19.818349 UTC
3b369f,e9cbc2,4,1,4,2020-03-07 05:51:20.260097 UTC
3b369f,e9cbc2,6,1,5,2020-03-07 05:52:16.069109 UTC
3b369f,e9cbc2,7,1,7,2020-03-07 05:53:43.106686 UTC
3b369f,e9cbc2,8,1,9,2020-03-07 05:55:16.915151 UTC
3b369f,e9cbc2,10,1,11,2020-03-07 05:57:10.992590 UTC
3b369f,e9cbc2,12,1,12,2020-03-07 05:57:36.766908 UTC
016012,329df4,1,1,1,2020-02-14 07:41:49.486058 UTC
016012,329df4,2,1,2,2020-02-14 07:42:13.181516 UTC
016012,329df4,3,1,3,2020-02-14 07:42:17.548357 UTC
016012,329df4,8,1,5,2020-02-14 07:43:44.846757 UTC
016012,329df4,9,1,6,2020-02-14 07:44:29.133601 UTC
016012,329df4,10,1,7,2020-02-14 07:44:43.459075 UTC
016012,329df4,11,1,9,2020-02-14 07:45:47.574081 UTC
016012,329df4,12,1,10,2020-02-14 07:46:45.319201 UTC
d2c158,ff9338,1,1,1,2020-03-26 08:52:07.526577 UTC
d2c158,ff9338,2,1,2,2020-03-26 08:53:00.263017 UTC
d2c158,ff9338,4,1,3,2020-03-26 08:53:19.065043 UTC
d2c158,ff9338,6,1,5,2020-03-26 08:54:12.566156 UTC
d2c158,ff9338,7,1,7,2020-03-26 08:55:47.125104 UTC
d2c158,ff9338,12,1,9,2020-03-26 08:56:58.124713 UTC
a85735,022187,1,1,1,2020-02-16 21:57:23.072072 UTC
a85735,022187,2,1,2,2020-02-16 21:57:48.226341 UTC
a85735,022187,3,1,3,2020-02-16 21:58:45.573279 UTC
a85735,022187,4,1,5,2020-02-16 22:00:02.336354 UTC
a85735,022187,5,1,6,2020-02-16 22:00:02.831171 UTC
a85735,022187,9,1,8,2020-02-16 22:00:57.020267 UTC
a85735,022187,12,1,10,2020-02-16 22:02:20.865095 UTC
e9efac,c73987,1,1,1,2020-01-21 07:01:54.820515 UTC
e9efac,c73987,2,1,2,2020-01-21 07:02:47.137958 UTC
e9efac,c73987,3,1,3,2020-01-21 07:03:09.679858 UTC
e9efac,c73987,4,1,4,2020-01-21 07:03:41.774096 UTC
e9efac,c73987,8,1,6,2020-01-21 07:04:19.561824 UTC
e9efac,c73987,9,1,7,2020-01-21 07:04:57.061322 UTC
e9efac,c73987,10,1,8,2020-01-21 07:05:09.256828 UTC
e9efac,c73987,11,1,10,2020-01-21 07:06:11.206545 UTC
e9efac,c73987,12,1,12,2020-01-21 07:07:05.068696 UTC
08ad79,947179,1,1,1,2020-01-15 23:35:35.683720 UTC
08ad79,947179,2,1,2,2020-01-15 23:36:25.478625 UTC
08ad79,947179,3,1,3,2020-01-15 23:37:19.418882 UTC
08ad79,947179,6,1,5,2020-01-15 23:38:17.625923 UTC
08ad79,947179,8,1,7,2020-01-15 23:39:06.408940 UTC
08ad79,947179,9,1,9,2020-01-15 23:40:40.182363 UTC
08ad79,947179,12,1,11,2020-01-15 23:41:49.569515 UTC
5ab169,39adaa,1,1,1,2020-02-28 10:54:46.425334 UTC
5ab169,39adaa,2,1,2,2020-02-28 10:55:33.771931 UTC
5ab169,39adaa,3,1,3,2020-02-28 10:56:23.520096 UTC
5ab169,39adaa,6,1,4,2020-02-28 10:56:25.784734 UTC
5ab169,39adaa,7,1,6,2020-02-28 10:57:15.399260 UTC
5ab169,39adaa,8,1,8,2020-02-28 10:57:40.060231 UTC
5ab169,39adaa,10,1,9,2020-02-28 10:58:11.860977 UTC
5ab169,39adaa,12,1,11,2020-02-28 10:59:43.277520 UTC
9cf14f,1cefb6,1,1,1,2020-03-17 04:17:54.495950 UTC
9cf14f,1cefb6,2,1,2,2020-03-17 04:18:08.503042 UTC
9cf14f,1cefb6,5,1,3,2020-03-17 04:18:37.502029 UTC
9cf14f,1cefb6,8,1,4,2020-03-17 04:19:29.476043 UTC
9cf14f,1cefb6,9,1,6,2020-03-17 04:21:04.389535 UTC
9cf14f,1cefb6,12,1,8,2020-03-17 04:22:06.208703 UTC
a31359,2b4063,1,1,1,2020-02-05 18:23:13.467969 UTC
a31359,2b4063,2,1,2,2020-02-05 18:23:28.557798 UTC
a31359,2b4063,4,1,3,2020-02-05 18:23:56.350466 UTC
a31359,2b4063,6,1,4,2020-02-05 18:24:46.691977 UTC
a31359,2b4063,10,1,6,2020-02-05 18:24:49.546286 UTC
a31359,2b4063,11,1,7,2020-02-05 18:25:00.768095 UTC
a31359,2b4063,12,1,8,2020-02-05 18:25:33.688406 UTC
3ef5b2,904cee,1,1,1,2020-03-17 08:18:02.457162 UTC
3ef5b2,904cee,2,1,2,2020-03-17 08:18:27.127072 UTC
3ef5b2,904cee,4,1,3,2020-03-17 08:18:44.702932 UTC
3ef5b2,904cee,5,1,5,2020-03-17 08:19:47.966173 UTC
3ef5b2,904cee,6,1,7,2020-03-17 08:20:21.656768 UTC
3ef5b2,904cee,10,1,8,2020-03-17 08:21:14.283276 UTC
3ef5b2,904cee,12,1,10,2020-03-17 08:22:25.280992 UTC
1bd767,9b5f71,1,1,1,2020-02-08 10:46:29.129382 UTC
1bd767,9b5f71,2,1,2,2020-02-08 10:47:06.249424 UTC
1bd767,9b5f71,4,1,3,2020-02-08 10:47:49.325834 UTC
1bd767,9b5f71,5,1,5,2020-02-08 10:48:52.288761 UTC
1bd767,9b5f71,6,1,6,2020-02-08 10:49:33.861532 UTC
1bd767,9b5f71,7,1,7,2020-02-08 10:50:09.225640 UTC
1bd767,9b5f71,9,1,8,2020-02-08 10:50:29.345405 UTC
1bd767,9b5f71,10,1,10,2020-02-08 10:51:13.389723 UTC
1bd767,9b5f71,11,1,12,2020-02-08 10:52:04.842255 UTC
1bd767,9b5f71,12,1,14,2020-02-08 10:52:52.720974 UTC
c56b3a,ad1f2c,1,1,1,2020-02-25 09:48:44.111280 UTC
c56b3a,ad1f2c,2,1,2,2020-02-25 09:48:53.277746 UTC
c56b3a,ad1f2c,3,1,3,2020-02-25 09:49:22.176531 UTC
c56b3a,ad1f2c,6,1,5,2020-02-25 09:51:14.561881 UTC
c56b3a,ad1f2c,7,1,7,2020-02-25 09:52:04.031530 UTC
c56b3a,ad1f2c,8,1,8,2020-02-25 09:52:07.611018 UTC
c56b3a,ad1f2c,12,1,10,2020-02-25 09:53:14.188391 UTC
fef57f,18f517,1,1,1,2020-02-04 05:24:47.264107 UTC
fef57f,18f517,2,1,2,2020-02-04 05:25:02.343247 UTC
fef57f,18f517,4,1,3,2020-02-04 05:25:57.340290 UTC
fef57f,18f517,6,1,4,2020-02-04 05:26:30.658994 UTC
fef57f,18f517,7,1,6,2020-02-04 05:28:06.181038 UTC
fef57f,18f517,8,1,7,2020-02-04 05:28:57.683089 UTC
fef57f,18f517,10,1,8,2020-02-04 05:29:27.736223 UTC
a6cd47,55c55b,1,1,1,2020-03-26 19:02:00.492328 UTC
a6cd47,55c55b,2,1,2,2020-03-26 19:02:39.655962 UTC
a6cd47,55c55b,5,1,3,2020-03-26 19:03:38.311595 UTC
a6cd47,55c55b,8,1,4,2020-03-26 19:03:49.322257 UTC
a6cd47,55c55b,10,1,6,2020-03-26 19:05:08.289081 UTC
a6cd47,55c55b,12,1,8,2020-03-26 19:06:13.537346 UTC
866ff6,4c40e8,1,1,1,2020-02-22 18:37:45.955311 UTC
866ff6,4c40e8,5,1,2,2020-02-22 18:37:57.921347 UTC
866ff6,4c40e8,11,1,4,2020-02-22 18:38:57.720254 UTC
866ff6,4c40e8,12,1,5,2020-02-22 18:39:37.280242 UTC
3c0b50,ccf057,1,1,1,2020-02-14 02:26:55.243503 UTC
3c0b50,ccf057,2,1,2,2020-02-14 02:27:00.820442 UTC
3c0b50,ccf057,4,1,3,2020-02-14 02:27:07.426759 UTC
3c0b50,ccf057,5,1,5,2020-02-14 02:28:51.018915 UTC
3c0b50,ccf057,6,1,6,2020-02-14 02:29:42.348959 UTC
3c0b50,ccf057,7,1,8,2020-02-14 02:30:27.803662 UTC
3c0b50,ccf057,8,1,10,2020-02-14 02:31:10.237948 UTC
3c0b50,ccf057,9,1,12,2020-02-14 02:31:56.994502 UTC
3c0b50,ccf057,10,1,13,2020-02-14 02:32:19.929612 UTC
3c0b50,ccf057,12,1,14,2020-02-14 02:32:34.419786 UTC
9b418e,a2d56c,1,1,1,2020-02-21 12:31:37.427885 UTC
9b418e,a2d56c,2,1,2,2020-02-21 12:32:28.806829 UTC
9b418e,a2d56c,3,1,3,2020-02-21 12:32:43.831886 UTC
9b418e,a2d56c,6,1,5,2020-02-21 12:33:36.376477 UTC
9b418e,a2d56c,7,1,7,2020-02-21 12:33:57.509885 UTC
9b418e,a2d56c,8,1,8,2020-02-21 12:34:12.201444 UTC
9b418e,a2d56c,9,1,10,2020-02-21 12:34:44.123159 UTC
9b418e,a2d56c,10,1,11,2020-02-21 12:35:03.870848 UTC
9b418e,a2d56c,12,1,12,2020-02-21 12:35:27.367168 UTC
fe5665,fdf68a,1,1,1,2020-02-03 10:39:09.323217 UTC
fe5665,fdf68a,3,1,2,2020-02-03 10:39:53.871510 UTC
fe5665,fdf68a,6,1,3,2020-02-03 10:40:52.247886 UTC
fe5665,fdf68a,9,1,4,2020-02-03 10:41:07.421284 UTC
fe5665,fdf68a,10,1,6,2020-02-03 10:41:48.384139 UTC
fe5665,fdf68a,11,1,8,2020-02-03 10:42:51.545567 UTC
fe5665,fdf68a,12,1,10,2020-02-03 10:44:11.960673 UTC
5c7daf,72d72c,1,1,1,2020-02-11 04:16:51.154103 UTC
5c7daf,72d72c,2,1,2,2020-02-11 04:17:02.950977 UTC
5c7daf,72d72c,3,1,3,2020-02-11 04:17:46.944302 UTC
5c7daf,72d72c,5,1,5,2020-02-11 04:18:19.606111 UTC
5c7daf,72d72c,6,1,7,2020-02-11 04:19:18.816028 UTC
5c7daf,72d72c,7,1,8,2020-02-11 04:20:13.123645 UTC
5c7daf,72d72c,8,1,10,2020-02-11 04:21:33.910613 UTC
5c7daf,72d72c,12,1,12,2020-02-11 04:22:21.087625 UTC
95a1ba,188a1c,1,1,1,2020-03-20 01:55:27.804571 UTC
95a1ba,188a1c,2,1,2,2020-03-20 01:56:01.205722 UTC
64f4c3,0b2457,1,1,1,2020-03-25 01:36:06.724168 UTC
64f4c3,0b2457,2,1,2,2020-03-25 01:37:03.755715 UTC
64f4c3,0b2457,3,1,3,2020-03-25 01:37:19.753353 UTC
64f4c3,0b2457,5,1,4,2020-03-25 01:37:51.541047 UTC
64f4c3,0b2457,6,1,6,2020-03-25 01:38:32.506259 UTC
64f4c3,0b2457,12,1,7,2020-03-25 01:38:32.874363 UTC
14252c,18f57c,1,1,1,2020-02-26 01:20:35.981486 UTC
14252c,18f57c,2,1,2,2020-02-26 01:20:50.534289 UTC
14252c,18f57c,4,1,3,2020-02-26 01:21:23.537780 UTC
14252c,18f57c,5,1,4,2020-02-26 01:22:01.763268 UTC
14252c,18f57c,7,1,5,2020-02-26 01:22:56.917180 UTC
14252c,18f57c,10,1,7,2020-02-26 01:23:55.116784 UTC
14252c,18f57c,11,1,9,2020-02-26 01:24:41.438755 UTC
14252c,18f57c,12,1,11,2020-02-26 01:25:35.320502 UTC
b20635,172c5b,1,1,1,2020-02-26 06:51:04.206145 UTC
b20635,172c5b,2,1,2,2020-02-26 06:51:28.774772 UTC
b20635,172c5b,3,1,3,2020-02-26 06:51:55.494969 UTC
b20635,172c5b,4,1,4,2020-02-26 06:52:01.188841 UTC
b20635,172c5b,7,1,5,2020-02-26 06:52:56.894897 UTC
b20635,172c5b,8,1,7,2020-02-26 06:54:06.642868 UTC
b20635,172c5b,9,1,8,2020-02-26 06:55:05.795710 UTC
b20635,172c5b,10,1,10,2020-02-26 06:56:09.351289 UTC
b20635,172c5b,11,1,11,2020-02-26 06:56:49.495986 UTC
b20635,172c5b,12,1,13,2020-02-26 06:57:22.716964 UTC
b4840b,d5f9a8,1,1,1,2020-02-26 02:36:30.536632 UTC
b4840b,d5f9a8,4,1,2,2020-02-26 02:36:46.526428 UTC
b4840b,d5f9a8,7,1,3,2020-02-26 02:37:45.023960 UTC
b4840b,d5f9a8,9,1,4,2020-02-26 02:37:53.466397 UTC
b4840b,d5f9a8,10,1,6,2020-02-26 02:38:29.024412 UTC
b4840b,d5f9a8,11,1,7,2020-02-26 02:39:01.862871 UTC
b4840b,d5f9a8,12,1,8,2020-02-26 02:39:52.970648 UTC
94fe66,dce1d6,1,1,1,2020-02-22 07:12:20.283813 UTC
94fe66,dce1d6,2,1,2,2020-02-22 07:12:59.290403 UTC
94fe66,dce1d6,3,1,3,2020-02-22 07:13:57.912629 UTC
94fe66,dce1d6,10,1,4,2020-02-22 07:14:00.161302 UTC
94fe66,dce1d6,12,1,6,2020-02-22 07:14:17.406415 UTC
4f7a98,251cb7,1,1,1,2020-01-29 05:27:55.686368 UTC
4f7a98,251cb7,2,1,2,2020-01-29 05:28:24.424233 UTC
4f7a98,251cb7,5,1,3,2020-01-29 05:28:36.060422 UTC
4f7a98,251cb7,6,1,5,2020-01-29 05:29:34.363519 UTC
4166c2,3a8051,1,1,1,2020-03-22 10:40:01.605181 UTC
4166c2,3a8051,3,1,2,2020-03-22 10:40:25.424976 UTC
4166c2,3a8051,4,1,4,2020-03-22 10:41:24.593258 UTC
4166c2,3a8051,9,1,6,2020-03-22 10:42:19.119310 UTC
4166c2,3a8051,11,1,8,2020-03-22 10:42:49.431128 UTC
4166c2,3a8051,12,1,10,2020-03-22 10:43:48.691550 UTC
e26a84,3221a7,1,1,1,2020-01-18 16:06:40.907280 UTC
e26a84,3221a7,2,1,2,2020-01-18 16:07:08.339185 UTC
e26a84,3221a7,3,1,3,2020-01-18 16:07:25.124001 UTC
e26a84,3221a7,4,1,5,2020-01-18 16:08:11.382285 UTC
e26a84,3221a7,11,1,6,2020-01-18 16:08:55.309487 UTC
e26a84,3221a7,12,1,8,2020-01-18 16:09:52.642653 UTC
3049db,3de596,1,1,1,2020-01-31 20:40:26.111479 UTC
3049db,3de596,4,1,2,2020-01-31 20:40:39.976039 UTC
3049db,3de596,6,1,4,2020-01-31 20:41:58.685808 UTC
3049db,3de596,7,1,6,2020-01-31 20:42:27.379917 UTC
3049db,3de596,8,1,8,2020-01-31 20:44:26.195053 UTC
3049db,3de596,9,1,9,2020-01-31 20:45:01.682523 UTC
d8da04,d8f836,1,1,1,2020-03-01 15:49:03.911048 UTC
d8da04,d8f836,2,1,2,2020-03-01 15:49:07.703095 UTC
d8da04,d8f836,4,1,3,2020-03-01 15:49:12.989232 UTC
d8da04,d8f836,6,1,4,2020-03-01 15:49:56.039744 UTC
d8da04,d8f836,7,1,6,2020-03-01 15:50:46.407882 UTC
d8da04,d8f836,9,1,7,2020-03-01 15:51:05.399652 UTC
d8da04,d8f836,10,1,9,2020-03-01 15:51:52.914636 UTC
d8da04,d8f836,11,1,11,2020-03-01 15:52:49.494153 UTC
d8da04,d8f836,12,1,12,2020-03-01 15:53:06.977667 UTC
3c1bdb,04de71,1,1,1,2020-02-09 07:59:56.414334 UTC
3c1bdb,04de71,2,1,2,2020-02-09 08:00:03.930250 UTC
3c1bdb,04de71,3,1,3,2020-02-09 08:00:57.373286 UTC
3c1bdb,04de71,6,1,4,2020-02-09 08:01:43.656745 UTC
3c1bdb,04de71,11,1,5,2020-02-09 08:01:55.122918 UTC
a7621b,4d5962,1,1,1,2020-03-15 12:09:23.237849 UTC
a7621b,4d5962,2,1,2,2020-03-15 12:09:56.664552 UTC
a7621b,4d5962,6,1,3,2020-03-15 12:09:59.511204 UTC
a7621b,4d5962,7,1,5,2020-03-15 12:11:37.759740 UTC
a7621b,4d5962,9,1,7,2020-03-15 12:12:06.284649 UTC
a7621b,4d5962,12,1,8,2020-03-15 12:12:43.341098 UTC
6b1932,4b9798,1,1,1,2020-04-05 11:26:08.119132 UTC
6b1932,4b9798,2,1,2,2020-04-05 11:27:01.150497 UTC
6b1932,4b9798,3,1,3,2020-04-05 11:27:45.088313 UTC
6b1932,4b9798,6,1,5,2020-04-05 11:28:59.798119 UTC
6b1932,4b9798,7,1,7,2020-04-05 11:29:32.221280 UTC
6b1932,4b9798,11,1,9,2020-04-05 11:31:00.267159 UTC
6b1932,4b9798,12,1,11,2020-04-05 11:31:57.215748 UTC
383bd1,b51d8c,1,1,1,2020-03-11 00:55:39.556160 UTC
383bd1,b51d8c,2,1,2,2020-03-11 00:55:52.825914 UTC
383bd1,b51d8c,3,1,3,2020-03-11 00:56:33.067159 UTC
383bd1,b51d8c,6,1,4,2020-03-11 00:57:30.064662 UTC
383bd1,b51d8c,7,1,5,2020-03-11 00:58:13.261678 UTC
383bd1,b51d8c,9,1,6,2020-03-11 00:58:47.531127 UTC
383bd1,b51d8c,11,1,8,2020-03-11 00:59:51.459940 UTC
383bd1,b51d8c,12,1,9,2020-03-11 01:00:30.372768 UTC
7f6f55,ee51e7,1,1,1,2020-03-12 12:34:18.816680 UTC
7f6f55,ee51e7,2,1,2,2020-03-12 12:35:09.123778 UTC
7f6f55,ee51e7,9,1,3,2020-03-12 12:35:13.332403 UTC
7f6f55,ee51e7,10,1,4,2020-03-12 12:35:37.398089 UTC
452f03,6a570d,1,1,1,2020-03-29 19:08:47.333303 UTC
452f03,6a570d,2,1,2,2020-03-29 19:09:38.869681 UTC
452f03,6a570d,3,1,3,2020-03-29 19:10:32.211331 UTC
452f03,6a570d,4,1,5,2020-03-29 19:11:09.178982 UTC
452f03,6a570d,8,1,6,2020-03-29 19:11:16.907212 UTC
452f03,6a570d,10,1,8,2020-03-29 19:12:21.083990 UTC
452f03,6a570d,12,1,9,2020-03-29 19:13:09.968473 UTC
1449ba,a764b9,1,1,1,2020-02-06 09:17:49.657518 UTC
1449ba,a764b9,3,1,2,2020-02-06 09:17:49.845958 UTC
1449ba,a764b9,5,1,3,2020-02-06 09:18:44.918032 UTC
1449ba,a764b9,7,1,5,2020-02-06 09:19:36.357649 UTC
1449ba,a764b9,8,1,7,2020-02-06 09:20:39.710975 UTC
1449ba,a764b9,10,1,9,2020-02-06 09:21:15.614545 UTC
1449ba,a764b9,11,1,10,2020-02-06 09:21:53.806351 UTC
eb094d,198bf1,1,1,1,2020-03-17 15:39:24.847332 UTC
eb094d,198bf1,2,1,2,2020-03-17 15:39:33.457822 UTC
eb094d,198bf1,3,1,3,2020-03-17 15:40:24.374397 UTC
eb094d,198bf1,4,1,5,2020-03-17 15:41:49.971234 UTC
eb094d,198bf1,7,1,6,2020-03-17 15:42:38.544859 UTC
eb094d,198bf1,11,1,7,2020-03-17 15:43:02.439493 UTC
b093e6,71473b,1,1,1,2020-03-14 13:39:13.732006 UTC
b093e6,71473b,3,1,2,2020-03-14 13:39:19.486430 UTC
b093e6,71473b,6,1,4,2020-03-14 13:40:33.669618 UTC
b093e6,71473b,7,1,6,2020-03-14 13:41:01.226783 UTC
b093e6,71473b,8,1,7,2020-03-14 13:41:59.637022 UTC
b093e6,71473b,10,1,8,2020-03-14 13:42:10.531156 UTC
69b770,3b5b0f,1,1,1,2020-02-11 20:28:16.686429 UTC
69b770,3b5b0f,4,1,2,2020-02-11 20:28:38.272349 UTC
69b770,3b5b0f,8,1,4,2020-02-11 20:29:51.068207 UTC
69b770,3b5b0f,9,1,5,2020-02-11 20:30:41.772608 UTC
69b770,3b5b0f,11,1,7,2020-02-11 20:31:26.759275 UTC
69b770,3b5b0f,12,1,8,2020-02-11 20:32:22.475141 UTC
79393d,ad0651,1,1,1,2020-03-30 16:34:58.425570 UTC
79393d,ad0651,2,1,2,2020-03-30 16:35:42.567349 UTC
79393d,ad0651,3,1,3,2020-03-30 16:35:59.507114 UTC
79393d,ad0651,6,1,5,2020-03-30 16:36:15.958206 UTC
79393d,ad0651,7,1,6,2020-03-30 16:36:44.675118 UTC
